id,t,weighted_ILI,unweighted_ILI,AGE_0_4,AGE_5_24,ILITOTAL,NUM_PROVIDERS,OT
154,6,0,0,0,0,0,0,0
154,7,0,0,0,0,0,0,0
154,8,0,0,0,0,0,0,1
154,9,0,0,0,0,0,0,1
154,10,0,0,0,0,0,0,1
155,1,0,0,0,0,0,0,0
155,2,0,0,0,0,0,0,0
155,3,0,0,0,0,0,0,1
155,4,0,0,0,0,0,0,1
155,5,0,0,0,0,0,0,1
155,6,0,0,0,0,0,0,1
155,7,0,0,0,0,0,0,1
155,8,0,0,1,0,1,0,1
155,9,0,0,1,1,1,1,1
155,10,0,0,1,1,1,1,1
156,1,0,0,0,0,0,0,1
156,2,0,0,0,0,0,0,1
156,3,0,0,1,0,1,0,1
156,4,0,0,1,1,1,1,1
156,5,0,0,1,1,1,1,1
156,6,0,1,1,1,1,1,1
156,7,1,1,1,1,1,1,1
156,8,1,1,1,1,1,1,1
156,9,1,1,1,1,1,1,1
156,10,1,1,1,1,1,1,1
157,1,0,1,1,1,1,1,1
157,2,1,1,1,1,1,1,1
157,3,1,1,1,1,1,1,1
157,4,1,1,1,1,1,1,1
157,5,1,1,1,1,1,1,1
157,6,1,1,1,1,1,1,1
157,7,1,1,1,1,1,1,1
157,8,1,1,1,1,1,1,1
157,9,1,1,1,1,1,1,1
157,10,1,1,1,1,1,1,1
158,1,1,1,1,1,1,1,1
158,2,1,1,1,1,1,1,1
158,3,1,1,1,1,1,1,1
158,4,1,1,1,1,1,1,1
158,5,1,1,1,1,1,1,1
158,6,1,1,1,1,1,1,1
158,7,1,1,1,1,1,1,1
158,8,1,1,1,1,1,1,1
158,9,1,1,1,1,1,1,1
158,10,1,1,1,1,1,1,1
159,1,1,1,1,1,1,1,1
159,2,1,1,1,1,1,1,1
159,3,1,1,1,1,1,1,1
159,4,1,1,1,1,1,1,1
159,5,1,1,1,1,1,1,1
159,6,1,1,1,1,1,1,1
159,7,1,1,1,1,1,1,1
159,8,1,1,1,1,1,1,1
159,9,1,1,1,1,1,1,1
159,10,1,1,1,1,1,1,1
160,1,1,1,1,1,1,1,1
160,2,1,1,1,1,1,1,1
160,3,1,1,1,1,1,1,1
160,4,1,1,1,1,1,1,1
160,5,1,1,1,1,1,1,1
160,6,1,1,1,1,1,1,1
160,7,1,1,1,1,1,1,1
160,8,1,1,1,1,1,1,1
160,9,1,1,1,1,1,1,1
160,10,1,1,1,1,1,1,1
161,1,1,1,1,1,1,1,1
161,2,1,1,1,1,1,1,1
161,3,1,1,1,1,1,1,1
161,4,1,1,1,1,1,1,1
161,5,1,1,1,1,1,1,1
161,6,1,1,1,1,1,1,1
161,7,1,1,1,1,1,1,1
161,8,1,1,1,1,1,1,1
161,9,1,1,1,1,1,1,1
161,10,0,0,1,1,1,1,1
162,1,1,1,1,1,1,1,1
162,2,1,1,1,1,1,1,1
162,3,1,1,1,1,1,1,1
162,4,1,1,1,1,1,1,1
162,5,0,0,1,1,1,1,1
162,6,0,0,1,1,1,1,1
162,7,0,0,1,1,1,1,1
162,8,0,0,1,0,1,1,1
162,9,0,0,1,0,0,1,1
162,10,0,0,0,0,0,1,1
163,1,0,0,1,1,1,1,1
163,2,0,0,1,1,1,1,1
163,3,0,0,1,0,1,1,1
163,4,0,0,1,0,0,1,1
163,5,0,0,0,0,0,1,1
163,6,0,0,0,0,0,1,1
163,7,0,0,0,0,0,1,1
163,8,0,0,0,0,0,1,1
163,9,0,0,0,0,0,1,1
163,10,0,0,0,0,0,1,1
164,1,0,0,0,0,0,1,1
164,2,0,0,0,0,0,1,1
164,3,0,0,0,0,0,1,1
164,4,0,0,0,0,0,1,1
164,5,0,0,0,0,0,1,1
164,6,0,0,0,0,0,1,1
164,7,0,0,0,0,0,1,1
164,8,0,0,0,0,0,1,1
164,9,0,0,0,0,0,1,1
164,10,0,0,0,0,0,1,1
165,1,0,0,0,0,0,1,1
165,2,0,0,0,0,0,1,1
165,3,0,0,0,0,0,1,1
165,4,0,0,0,0,0,1,1
165,5,0,0,0,0,0,1,1
165,6,0,0,0,0,0,1,1
165,7,0,0,1,1,1,1,1
165,8,0,0,1,1,1,1,1
165,9,0,0,1,1,1,1,1
165,10,0,0,1,1,1,1,1
166,1,0,0,0,0,0,1,1
166,2,0,0,1,1,1,1,1
166,3,0,0,1,1,1,1,1
166,4,0,0,1,1,1,1,1
166,5,0,0,1,1,1,1,1
166,6,1,1,1,1,1,1,1
166,7,1,1,1,1,1,1,1
166,8,1,1,1,1,1,1,1
166,9,1,1,1,1,1,1,1
166,10,1,1,1,1,1,1,1
167,1,1,1,1,1,1,1,1
167,2,1,1,1,1,1,1,1
167,3,1,1,1,1,1,1,1
167,4,1,1,1,1,1,1,1
167,5,1,1,1,1,1,1,1
167,6,1,1,1,1,1,1,1
167,7,1,1,1,1,1,1,1
167,8,1,1,1,1,1,1,1
167,9,1,1,1,1,1,1,1
167,10,1,1,1,1,1,1,1
168,1,1,1,1,1,1,1,1
168,2,1,1,1,1,1,1,1
168,3,1,1,1,1,1,1,1
168,4,1,1,1,1,1,1,1
168,5,1,1,1,1,1,1,1
168,6,1,1,1,1,1,1,1
168,7,1,1,1,1,1,1,1
168,8,1,1,1,1,1,1,1
168,9,1,1,1,1,1,1,1
168,10,1,1,1,1,1,1,1
169,1,1,1,1,1,1,1,1
169,2,1,1,1,1,1,1,1
169,3,1,1,1,1,1,1,1
169,4,1,1,1,1,1,1,1
169,5,1,1,1,1,1,1,1
169,6,1,1,1,1,1,1,1
169,7,1,1,1,1,1,1,1
169,8,1,1,1,1,1,1,1
169,9,1,1,1,1,1,1,1
169,10,1,1,1,1,1,1,1
170,1,1,1,1,1,1,1,1
170,2,1,1,1,1,1,1,1
170,3,1,1,1,1,1,1,1
170,4,1,1,1,1,1,1,1
170,5,1,1,1,1,1,1,1
170,6,1,1,1,1,1,1,1
170,7,1,1,1,1,1,1,1
170,8,1,1,1,1,1,1,1
170,9,1,1,1,1,1,1,1
170,10,1,1,1,1,1,1,1
171,1,1,1,1,1,1,1,1
171,2,1,1,1,1,1,1,1
171,3,1,1,1,1,1,1,1
171,4,1,1,1,1,1,1,1
171,5,1,1,1,1,1,1,1
171,6,1,1,1,1,1,1,1
171,7,1,1,1,1,1,1,1
171,8,1,1,1,1,1,1,1
171,9,1,1,1,1,1,1,1
171,10,1,1,1,1,1,1,1
172,1,1,1,1,1,1,1,1
172,2,1,1,1,1,1,1,1
172,3,1,1,1,1,1,1,1
172,4,1,1,1,1,1,1,1
172,5,1,1,1,1,1,1,1
172,6,1,1,1,1,1,1,1
172,7,1,1,1,1,1,1,1
172,8,1,1,1,1,1,1,1
172,9,1,1,1,1,1,1,1
172,10,1,1,1,1,1,1,1
173,1,1,1,1,1,1,1,1
173,2,1,1,1,1,1,1,1
173,3,1,1,1,1,1,1,1
173,4,1,1,1,1,1,1,1
173,5,1,1,1,1,1,1,1
173,6,0,0,1,1,1,1,1
173,7,0,0,1,1,1,1,1
173,8,0,0,1,1,1,1,1
173,9,0,0,1,0,1,1,1
173,10,0,0,0,0,0,1,1
174,1,0,0,1,1,1,1,1
174,2,0,0,1,1,1,1,1
174,3,0,0,1,1,1,1,1
174,4,0,0,1,0,1,1,1
174,5,0,0,0,0,0,1,1
174,6,0,0,0,0,0,1,1
174,7,0,0,0,0,0,1,1
174,8,0,0,0,0,0,1,1
174,9,0,0,0,0,0,1,1
174,10,0,0,0,0,0,1,1
175,1,0,0,0,0,0,1,1
175,2,0,0,0,0,0,1,1
175,3,0,0,0,0,0,1,1
175,4,0,0,0,0,0,1,1
175,5,0,0,0,0,0,1,1
175,6,0,0,1,0,0,1,1
175,7,0,0,1,1,1,1,1
175,8,0,0,1,1,1,1,1
175,9,0,0,1,1,1,1,1
175,10,0,0,1,1,1,1,1
176,1,0,0,1,0,0,1,1
176,2,0,0,1,1,1,1,1
176,3,0,0,1,1,1,1,1
176,4,0,0,1,1,1,1,1
176,5,0,0,1,1,1,1,1
176,6,0,1,1,1,1,1,1
176,7,0,1,1,1,1,1,1
176,8,1,1,1,1,1,1,1
176,9,1,1,1,1,1,1,1
176,10,1,1,1,1,1,1,1
177,1,0,1,1,1,1,1,1
177,2,0,1,1,1,1,1,1
177,3,1,1,1,1,1,1,1
177,4,1,1,1,1,1,1,1
177,5,1,1,1,1,1,1,1
177,6,1,1,1,1,1,1,1
177,7,1,1,1,1,1,1,1
177,8,1,1,1,1,1,1,1
177,9,1,1,1,1,1,1,1
177,10,1,1,1,1,1,1,1
178,1,1,1,1,1,1,1,1
178,2,1,1,1,1,1,1,1
178,3,1,1,1,1,1,1,1
178,4,1,1,1,1,1,1,1
178,5,1,1,1,1,1,1,1
178,6,1,1,1,1,1,1,1
178,7,1,1,1,1,1,1,1
178,8,1,1,1,1,1,1,1
178,9,1,1,1,1,1,1,1
178,10,1,1,1,1,1,1,1
179,1,1,1,1,1,1,1,1
179,2,1,1,1,1,1,1,1
179,3,1,1,1,1,1,1,1
179,4,1,1,1,1,1,1,1
179,5,1,1,1,1,1,1,1
179,6,1,1,1,1,1,1,1
179,7,1,1,1,1,1,1,1
179,8,1,1,1,1,1,1,1
179,9,1,1,1,1,1,1,1
179,10,1,1,1,1,1,1,1
180,1,1,1,1,1,1,1,1
180,2,1,1,1,1,1,1,1
180,3,1,1,1,1,1,1,1
180,4,1,1,1,1,1,1,1
180,5,1,1,1,1,1,1,1
180,6,1,1,1,1,1,1,1
180,7,1,1,1,1,1,1,1
180,8,1,1,1,1,1,1,1
180,9,1,1,1,1,1,1,1
180,10,1,1,1,1,1,1,1
181,1,1,1,1,1,1,1,1
181,2,1,1,1,1,1,1,1
181,3,1,1,1,1,1,1,1
181,4,1,1,1,1,1,1,1
181,5,1,1,1,1,1,1,1
181,6,1,1,1,1,1,1,1
181,7,1,1,1,1,1,1,1
181,8,1,1,1,1,1,1,1
181,9,1,1,0,1,1,1,1
181,10,1,1,0,1,1,1,1
182,1,1,1,1,1,1,1,1
182,2,1,1,1,1,1,1,1
182,3,1,1,1,1,1,1,1
182,4,1,1,0,1,1,1,1
182,5,1,1,0,1,1,1,1
182,6,1,1,0,0,1,1,1
182,7,1,1,0,0,1,1,1
182,8,1,1,0,0,1,1,1
182,9,0,0,0,0,1,1,1
182,10,0,0,0,0,1,1,1
183,1,1,1,0,0,1,1,1
183,2,1,1,0,0,1,1,1
183,3,1,1,0,0,1,1,1
183,4,0,0,0,0,1,1,1
183,5,0,0,0,0,1,1,1
183,6,0,0,0,0,1,1,1
183,7,0,0,0,0,1,1,1
183,8,0,0,0,0,1,1,1
183,9,0,0,0,0,1,1,1
183,10,0,0,0,0,1,1,1
184,1,0,0,0,0,1,1,1
184,2,0,0,0,0,1,1,1
184,3,0,0,0,0,1,1,1
184,4,0,0,0,0,1,1,1
184,5,0,0,0,0,1,1,1
184,6,0,0,0,1,1,1,1
184,7,0,1,0,1,1,1,1
184,8,0,1,0,1,1,1,1
184,9,0,1,0,1,1,1,1
184,10,0,0,0,1,1,1,1
185,1,0,0,0,1,1,1,1
185,2,0,1,0,1,1,1,1
185,3,0,1,0,1,1,1,1
185,4,0,1,0,1,1,1,1
185,5,0,0,0,1,1,1,1
185,6,0,0,0,1,1,1,1
185,7,0,0,0,1,1,1,1
185,8,0,0,0,0,1,1,1
185,9,0,0,0,0,1,1,1
185,10,0,0,0,1,1,1,1
186,1,0,0,0,1,1,1,1
186,2,0,0,0,1,1,1,1
186,3,0,0,0,0,1,1,1
186,4,0,0,0,0,1,1,1
186,5,0,0,0,1,1,1,1
186,6,0,0,0,1,1,1,1
186,7,0,0,0,1,1,1,1
186,8,0,0,0,1,1,1,1
186,9,0,0,0,1,1,1,1
186,10,0,0,0,1,1,1,1
187,1,0,0,0,1,1,1,1
187,2,0,0,0,1,1,1,1
187,3,0,0,0,1,1,1,1
187,4,0,0,0,1,1,1,1
187,5,0,0,0,1,1,1,1
187,6,0,0,1,1,1,1,1
187,7,0,0,0,1,1,1,1
187,8,0,0,0,1,1,1,1
187,9,0,0,0,1,1,1,1
187,10,1,0,1,1,1,1,1
188,1,0,0,1,1,1,1,1
188,2,0,0,0,1,1,1,1
188,3,0,0,0,1,1,1,1
188,4,0,0,0,1,1,1,1
188,5,1,0,1,1,1,1,1
188,6,1,1,1,1,1,1,1
188,7,1,1,1,1,1,1,1
188,8,1,1,0,1,1,1,1
188,9,1,1,1,1,1,1,1
188,10,1,1,1,1,1,1,1
189,1,1,1,1,1,1,1,1
189,2,1,1,1,1,1,1,1
189,3,1,1,0,1,1,1,1
189,4,1,1,1,1,1,1,1
189,5,1,1,1,1,1,1,1
189,6,1,1,0,1,1,1,1
189,7,1,1,0,1,1,1,1
189,8,1,1,1,1,1,1,1
189,9,1,1,0,1,1,1,1
189,10,0,0,0,1,1,1,1
190,1,1,1,0,1,1,1,1
190,2,1,1,0,1,1,1,1
190,3,1,1,1,1,1,1,1
190,4,1,1,0,1,1,1,1
190,5,0,0,0,1,1,1,1
190,6,0,0,1,1,1,1,1
190,7,0,0,1,1,1,1,1
190,8,0,0,1,1,1,1,1
190,9,0,0,1,1,1,1,1
190,10,0,0,0,0,1,1,1
191,1,0,0,1,1,1,1,1
191,2,0,0,1,1,1,1,1
191,3,0,0,1,1,1,1,1
191,4,0,0,1,1,1,1,1
191,5,0,0,0,0,1,1,1
191,6,0,0,0,1,1,1,1
191,7,0,0,1,1,1,1,1
191,8,0,0,1,1,1,1,1
191,9,0,0,1,1,1,1,1
191,10,0,0,1,1,1,1,1
